"회사명","산업단지명","대표업종","생산품","원자재","groups","공장규모","공장규모가중치","종업원수","도로명주소","지번주소","위도","경도","소분류","소분류항목명","중분류","중분류항목명","세탁소와거리","수주업체명","공장별세탁량"
"일진테크",NA,29294,"주형및금형제조","철판","GSN","소기업",3,14,"경상남도 김해시 유하로226번길 48 (유하동)","경상남도 김해시 유하동 80",35.7113182029,128.3765934178,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",68834.4662563004,NA,0
"일진테크",NA,30399,"자동차부품",NA,"GSN","소기업",3,1,"경상남도 김해시 주촌면 서부로1541번안길 23","경상남도 김해시 주촌면 내삼리 980-5",36.1180064556,128.3788592297,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",108236.658595208,NA,0
"일진판지",NA,17222,"골판지","골판지","GSN","소기업",3,10,"경상남도 김해시 주촌면 서부로1701번길 188-7","경상남도 김해시 주촌면 원지리 841-2",36.0893466179,128.404927831,172,"골판지, 종이 상자 및 종이 용기 제조업",17,"펄프, 종이 및 종이제품 제조업",104406.215122437,NA,0
"일해정밀",NA,25912,"열처리","철재","GSN","소기업",3,21,"경상남도 김해시 진례면 서부로411번길 21","경상남도 김해시 진례면 청천리 16-4",36.1438182248,128.1873588264,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",118405.301238109,NA,0
"일화마그네틱테크(주)","김해테크노밸리일반산업단지",25999,"전기제품",NA,"GSN","소기업",3,11,"경상남도 김해시 진례면 테크노밸리로 120","경상남도 김해시 진례면 고모리 1568-6",36.4139181571,128.2026519941,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",144645.987578671,NA,0
"일흥하이텍(주)",NA,28519,"자동차부품,전기밥솥","알루미늄","GSN","소기업",3,21,"경상남도 김해시 김해대로2611번길 43 (안동)","경상남도 김해시 안동 164-25",36.8422633899,128.669362385,285,"가정용 기기 제조업",28,"전기장비 제조업",181117.700611672,NA,0
"임택스틸",NA,25929,"금속가공",NA,"GSN","소기업",3,3,"경상남도 김해시 진례면 고모로 245","경상남도 김해시 진례면 송현리 486-2",36.1160344646,128.3670617828,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",108444.714309929,NA,0
"자력사",NA,28111,"전동기","철재","GSN","소기업",3,10,"경상남도 김해시 한림면 명동로123번길 16-50","경상남도 김해시 한림면 용덕리 98",35.9561276699,128.4083639206,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",90723.5370258828,NA,0
"자연과발효",NA,10741,"감식초",NA,"GSN","소기업",3,3,"경상남도 김해시 한림면 명동로123번길 5","경상남도 김해시 한림면 용덕리 108",35.6360984891,128.6051914386,107,"기타 식품 제조업",10,"식료품 제조업",51030.6441736485,NA,0
"자연애찬",NA,10129,"순대,육류가공",NA,"GSN","소기업",3,5,"경상남도 김해시 안곡로 101 (삼계동)","경상남도 김해시 삼계동 1278-17",36.2137877899,128.1782651669,101,"도축, 육류 가공 및 저장 처리업",10,"식료품 제조업",125592.324243056,NA,0
"자연엘이디",NA,28410,"엘이디조명",NA,"GSN","소기업",3,1,"경상남도 김해시 주촌면 소망길 119","경상남도 김해시 주촌면 농소리 226-3",35.9110689538,128.8020451077,284,"전구 및 조명장치 제조업",28,"전기장비 제조업",77239.7192758466,NA,0
"장원산업",NA,17229,"상자","종이","GSN","소기업",3,15,"경상남도 김해시 주촌면 서부로1638번길 102, 외1","경상남도 김해시 주촌면 천곡리 1045-2",35.8010056387,128.4074475714,172,"골판지, 종이 상자 및 종이 용기 제조업",17,"펄프, 종이 및 종이제품 제조업",75544.3870208995,NA,0
"장유건재",NA,23324,"벽돌,블록","시멘트,모래","GSN","소기업",3,7,"경상남도 김해시 무계동 291-2","경상남도 김해시 무계동 291-2",35.6541128384,129.2956404064,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",64349.2091958659,NA,0
"장유산업(주)",NA,13992,"보온덮게",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 장방로 157-55","경상남도 김해시 한림면 가동리 523-4",36.0928008022,128.2251318621,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",111803.188863275,NA,0
"장유철강공업(주)",NA,24199,"철판","철강","GSN","소기업",3,11,"경상남도 김해시 진례면 고모로324번안길 96","경상남도 김해시 진례면 송현리 1",35.7680646172,128.3799866185,241,"1차 철강 제조업",24,"1차 금속 제조업",73784.8045282427,NA,0
"장인의가고려",NA,33999,"금속공예","비철금속","GSN","소기업",3,3,"경상남도 김해시 진례면 고모로216번길 168-75","경상남도 김해시 진례면 송현리 850",35.9622967539,128.8226551489,339,"그 외 기타 제품 제조업",33,"기타 제품 제조업",82880.0124823836,NA,0
"장현테크",NA,30399,"자동차부품",NA,"GSN","소기업",3,5,"경상남도 김해시 주촌면 서부로1541번길 86-59","경상남도 김해시 주촌면 내삼리 322",36.1129884578,128.3886820904,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",107386.416370715,NA,0
"재민산업",NA,29199,"산업기계","산업기계등","GSN","소기업",3,6,"경상남도 김해시 한림면 장방로 172-3","경상남도 김해시 한림면 장방리 1243-1",35.9110689538,128.8020451077,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",77239.7192758466,NA,0
"재복물류","김해테크노밸리일반산업단지",25119,"철파렛트",NA,"GSN","소기업",3,3,"경상남도 김해시 진례면 테크노밸리길 188-6","경상남도 김해시 진례면 담안리 1531-3",36.1177038655,128.3829462302,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",108065.806435035,NA,0
"재왕목재상사",NA,16102,"목재","원목","GSN","소기업",3,5,"경상남도 김해시 상동면 대감리 231-13","경상남도 김해시 상동면 대감리 231-13",35.7692938217,128.3832192603,161,"제재 및 목재 가공업",16,"목재 및 나무제품 제조업; 가구 제외",73735.5650018772,NA,0
"재원코리아(주)","김해테크노밸리일반산업단지",25944,"와이어","철","GSN","소기업",3,5,"경상남도 김해시 진례면 테크노밸리길 187-43","경상남도 김해시 진례면 고모리 1581-3",35.7904168341,128.3773950265,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",75982.9270979706,NA,0
"재호테크","김해테크노밸리일반산업단지",29222,"기계부품",NA,"GSN","소기업",3,2,"경상남도 김해시 진례면 담안리 241-14","경상남도 김해시 진례면 담안리 241-14",35.9596035814,128.4414365407,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",89849.7157794915,"재호테크",1766
"저스트(주)",NA,30331,"동력전달장치",NA,"GSN","소기업",3,16,"경상남도 김해시 진례면 고모로216번길 152","경상남도 김해시 진례면 송현리 913",36.499847156,128.6607878218,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",143362.104862594,NA,0
"저스트(주)",NA,30399,"자동차부품","단조제품","GSN","소기업",3,22,"경상남도 김해시 진영읍 서부로202번길 9","경상남도 김해시 진영읍 죽곡리 252-1",35.8678560611,128.8225804816,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",72401.8539216087,NA,0
"적수물산(주)","김해나전농공단지",20499,"고무배합제","우레탄수지","GSN","소기업",3,9,"경상남도 김해시 생림면 나전로249번길 13-43","경상남도 김해시 생림면 나전리 554-4",35.9299495924,128.9364352275,204,"기타 화학제품 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",79847.5644748544,NA,0
"전일기계",NA,28111,"모터 샤프트",NA,"GSN","소기업",3,10,"경상남도 김해시 진례면 고모로582번길 43","경상남도 김해시 진례면 고모리 372",36.1323744448,128.4311489366,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",108030.63751246,NA,0
"전진산업(주)",NA,30399,"자동차부품","철재","GSN","소기업",3,15,"경상남도 김해시 진례면 고모로526번길 42-28","경상남도 김해시 진례면 고모리 1037-1",35.9050478556,128.9565794095,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",77349.9369636318,NA,0
"정가네농원",NA,10749,"된장","콩","GSN","소기업",3,2,"경상남도 김해시 한림면 장방로 221-158","경상남도 김해시 한림면 장방리 871-60",36.0877121982,128.386534209,107,"기타 식품 제조업",10,"식료품 제조업",104867.594174232,NA,0
"정도목재",NA,16229,"건축목제품","목제","GSN","소기업",3,10,"경상남도 김해시 상동면 묵방로 193","경상남도 김해시 상동면 우계리 253-5",35.9576029216,128.4431321526,162,"나무제품 제조업",16,"목재 및 나무제품 제조업; 가구 제외",89585.3183384416,NA,0
"정도엔지니어링",NA,31114,"선박구성품","철판","GSN","소기업",3,4,"경상남도 김해시 진례면 415","경상남도 김해시 진례면 415",36.1013972909,128.3859848275,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",106288.346215788,NA,0
"정도정밀","김해진영농공단지",29174,"기체여과기",NA,"GSN","소기업",3,8,"경상남도 김해시 진영읍 서부로179번길 39-38","경상남도 김해시 진영읍 죽곡리 20-1",36.1125755326,128.3915495402,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",107247.1117952,NA,0
"정명산업",NA,25999,"알미늄테프",NA,"GSN","소기업",3,3,"경상남도 김해시 진례면 고모로180번길 100","경상남도 김해시 진례면 송현리 1150-8",36.0035349315,129.0719653596,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",90109.5147624074,NA,0
"정명산업",NA,30399,"자동차,가전제품부품","섬유실","GSN","소기업",3,12,"경상남도 김해시 진례면 고모로526번길 96","경상남도 김해시 진례면 고모리 984",35.8371298468,128.7776136639,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",69164.6462540511,NA,0
"정민산업",NA,25924,"기계부품임가공",NA,"GSN","소기업",3,5,"경상남도 김해시 생림면 상동로 30","경상남도 김해시 생림면 나전리 316-2",35.8771712904,128.3412269519,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",85870.9038777572,NA,0
"정산정밀",NA,29229,"자동화기계부품",NA,"GSN","소기업",3,3,"경상남도 김해시 주촌면 서부로1293번길 11-1","경상남도 김해시 주촌면 양동리 995",36.8276639415,128.5905920248,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",180222.403667072,NA,0
"정성산업(주)",NA,25112,"환경오염방지시설,산업기계","철재","GSN","소기업",3,16,"경상남도 김해시 칠산로151번길 62","경상남도 김해시 이동 685-1",35.7673969992,128.7284996389,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",61968.4022598804,NA,0
"정아정밀(주)",NA,29294,"DOOR IMPACT BEAM","SPCC, AUTO BEAM PIPE","GSN","소기업",3,84,"경상남도 김해시 진례면 서부로436번길 67-7","경상남도 김해시 진례면 청천리 592-3",36.1025033024,128.3758570057,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",106753.34826601,NA,0
"정아정밀(주)",NA,30399,"자동차차체부품","철판","GSN","중기업",2,69,"경상남도 김해시 한림면 김해대로1559번길 15","경상남도 김해시 한림면 신천리 282",36.1673138073,128.1305790559,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",123243.853110963,NA,0
"정아정밀(주)","김해GoldenRoot일반산업단지",30399,"프레스, 용접제품","스틸","GSN","중기업",2,92,"경상남도 김해시 주촌면 골든루트로129번길 142","경상남도 김해시 주촌면 망덕리 877-2",36.6017022973,128.5427707565,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",156028.954168125,NA,0
"정암산업",NA,30399,"자동차부품","한보","GSN","소기업",3,40,"경상남도 김해시 한림면 김해대로916번길 54-55","경상남도 김해시 한림면 병동리 1049-2",35.7935389892,128.8335296319,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",64150.8231473189,"정암산업",6543
"정엔지니어링",NA,24199,"절단가공제품",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 고모로216번길 98","경상남도 김해시 진례면 송현리 976-8",36.0958174442,128.3792618725,241,"1차 철강 제조업",24,"1차 금속 제조업",105950.640998466,NA,0
"정우M.S",NA,29223,"공작기계","철","GSN","소기업",3,13,"경상남도 김해시 진영읍 진산대로201번길 8","경상남도 김해시 진영읍 진영리 802",36.0929519674,128.3754788559,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",105791.275774485,NA,0
"정우산업",NA,22212,"비닐",NA,"GSN","소기업",3,2,"경상남도 김해시 한림면 김해대로1031번안길 71","경상남도 김해시 한림면 퇴래리 202-10",36.090776002,128.3777048843,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",105490.502226281,NA,0
"정우산업사",NA,30399,"스폰지패드","스폰지","GSN","소기업",3,12,"경상남도 김해시 장유로89번길 16 (부곡동)","경상남도 김해시 부곡동 302-2",36.1104926884,128.3810263576,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",107391.606636622,"정우산업사",35
"정우산업사",NA,22191,"스폰지패드","폴리우레탄","GSN","소기업",3,12,"경상남도 김해시 장유로89번길 15 (부곡동)","경상남도 김해시 부곡동 272-1",36.101147667,128.3790671155,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",106502.487741146,"정우산업사",35
"정우산업사",NA,13921,"신발끈,직조테이프","나일론","GSN","소기업",3,8,"경상남도 김해시 주촌면 서부로1701번안길 31","경상남도 김해시 주촌면 선지리 301-10",35.9428197081,129.2548886925,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",89346.3014381806,"정우산업사",35
"정우식품",NA,10713,"과자","밀가루","GSN","소기업",3,11,"경상남도 김해시 상동면 상동로685번안길 11","경상남도 김해시 상동면 대감리 165-1",36.0825572463,129.3911560385,107,"기타 식품 제조업",10,"식료품 제조업",108722.756577433,NA,0
"정우자원",NA,25119,"소형철판",NA,"GSN","소기업",3,2,"경상남도 김해시 주촌면 서부로1637번길 231-11","경상남도 김해시 주촌면 원지리 1046-1",35.9040414235,128.8933228898,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",76612.443383277,NA,0
"정우테크",NA,25992,"스덴씽크대",NA,"GSN","소기업",3,4,"경상남도 김해시 생림면 상동로 30-50","경상남도 김해시 생림면 나전리 320-2",36.7742663748,128.6147758307,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",174083.497724246,NA,0
"정우플로우 주식회사",NA,20202,"도료(페인트)5","도료","GSN","소기업",3,8,"경상남도 김해시 주촌면 서부로1499번길 49-87","경상남도 김해시 주촌면 내삼리 1244-29",35.892598625,128.3390331527,202,"합성고무 및 플라스틱 물질 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",87438.5414010687,NA,0
"정인금속",NA,25912,"자동차부품",NA,"GSN","소기업",3,4,"경상남도 김해시 생림면 나전로 373-36","경상남도 김해시 생림면 사촌리 119-1",36.1016255037,128.3771432233,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",106618.57164996,NA,0
"정일식품",NA,10712,"빵",NA,"GSN","소기업",3,1,"경상남도 김해시 칠산로399번길 29 (화목동)","경상남도 김해시 화목동 1052-3",36.0976682146,129.4171265898,107,"기타 식품 제조업",10,"식료품 제조업",111306.871805531,NA,0
"정진테크",NA,30320,"자동차 차체부품",NA,"GSN","소기업",3,22,"경상남도 김해시 한림면 장방로 72","경상남도 김해시 한림면 가동리 662-9",36.3375574349,128.3103001607,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",133155.69558393,NA,0
"제너럴서비스","김해GoldenRoot일반산업단지",25994,"금속표지판","철판","GSN","소기업",3,6,"경상남도 김해시 주촌면 골든루트로 103-58","경상남도 김해시 주촌면 농소리 625-8",35.8463365014,128.7808321488,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",70163.6020183575,NA,0
"제세금속(주)",NA,30399,"자동차부품","철판","GSN","소기업",3,4,"경상남도 김해시 한림면 김해대로1538번길 20 (총 2 필지)","경상남도 김해시 한림면 신천리 327-1",35.9110689538,128.8020451077,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",77239.7192758466,NA,0
"제어시스템",NA,29229,"신업기계","철판","GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로1288번길 19","경상남도 김해시 한림면 명동리 801-1",36.1521662282,128.2890882799,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",114982.543124401,NA,0
"제유인텍",NA,28123,"전기판넬",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 고모로582번길 30","경상남도 김해시 진례면 고모리 380",36.3906608062,128.2730518257,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",139857.243216152,NA,0
"제이씨그린바이오(주)",NA,16102,"목재칩",NA,"GSN","소기업",3,3,"경상남도 김해시 한림면 가동로 40","경상남도 김해시 한림면 가동리 587-3",36.0518056276,128.332420732,161,"제재 및 목재 가공업",16,"목재 및 나무제품 제조업; 가구 제외",103258.237075205,NA,0
"제이씨메디테크",NA,27191,"정밀부품가공(드릴)",NA,"GSN","소기업",3,3,"경상남도 김해시 주촌면 소망길 88, (재)김해의생명센터 101호","경상남도 김해시 주촌면 농소리 155-1",36.101147667,128.3790671155,271,"의료용 기기 제조업",27,"의료, 정밀, 광학 기기 및 시계 제조업",106502.487741146,NA,0
"제이에스에치아이(주)",NA,30399,"자동차부품",NA,"GSN","소기업",3,4,"경상남도 김해시 진례면 송현리 914","경상남도 김해시 진례면 송현리 914",35.9836739677,129.3643968491,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",97943.8348797171,NA,0
"제이에스테크",NA,25111,"기계부품",NA,"GSN","소기업",3,2,"경상남도 김해시 한림면 김해대로1402번길 9","경상남도 김해시 한림면 신천리 741-3",35.8771605831,128.8522891159,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",73451.6572266015,NA,0
"제이에이치하이테크",NA,30399,"자동차부품,유압밸브부품가공",NA,"GSN","소기업",3,3,"경상남도 김해시 진영읍 본산2로 37-16","경상남도 김해시 진영읍 본산리 316-18",36.5560761387,128.5107532471,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",151567.84423669,NA,0
"제이에이텍주식회사",NA,30399,"자동차부품",NA,"GSN","소기업",3,15,"경상남도 김해시 진영읍 본산로193번길 49","경상남도 김해시 진영읍 본산리 1127",36.1456315429,128.3878818805,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",110777.346382641,NA,0
"제이에프에이",NA,29299,"자동화기계,시험기",NA,"GSN","소기업",3,6,"경상남도 김해시 칠산로265번길 16 (화목동)","경상남도 김해시 화목동 703-1",36.1308103599,128.4444864122,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",107466.92083453,NA,0
"제이엔디테크",NA,25114,"조선철의장,산업기계","철강재","GSN","소기업",3,4,"경상남도 김해시 한림면 김해대로1031번안길 62","경상남도 김해시 한림면 퇴래리 122-3",36.0229209706,128.7898098841,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",89684.4892439412,NA,0
"제이엔텍주식회사",NA,29163,"하수처리장치품","철(ss400),스텐(sus304)","GSN","소기업",3,5,"경상남도 김해시 진례면 고모로324번길 180","경상남도 김해시 진례면 담안리 1432-2",36.0971188251,128.3815337591,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",106004.308374305,NA,0
"제이엘엠디정밀공업(주)",NA,25999,"구조재","철재","GSN","소기업",3,3,"경상남도 김해시 상동면 동북로473번길 238-20","경상남도 김해시 상동면 매리 962-3",36.0532031423,128.2685802158,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",106056.423821994,NA,0
"제이엘팩","김해테크노밸리일반산업단지",30399,"Anchor PT",NA,"GSN","소기업",3,20,"경상남도 김해시 진례면 테크노밸리1로93번길 36-32","경상남도 김해시 진례면 고모리 1578-12",36.1048506615,128.4091470356,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",105865.789474198,NA,0
"제이엠산업",NA,30399,"자동차부품",NA,"GSN","소기업",3,6,"경상남도 김해시 한림면 김해대로927번길 66-38","경상남도 김해시 한림면 퇴래리 660-1",36.0877121982,128.386534209,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",104867.594174232,NA,0
"제이엠전자","김해테크노밸리일반산업단지",26299,"전자부품",NA,"GSN","소기업",3,1,"경상남도 김해시 진례면 테크노밸리길 187-43","경상남도 김해시 진례면 고모리 1581-3",36.1067197937,128.3777799605,262,"전자 부품 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",107117.480078429,NA,0
"제이원중공업(주)",NA,24132,"파이프제작",NA,"GSN","소기업",3,9,"경상남도 김해시 한림면 김해대로1288번길 35","경상남도 김해시 한림면 명동리 812-3",36.1258446,128.4131024334,241,"1차 철강 제조업",24,"1차 금속 제조업",107912.542435625,NA,0
"제이제이수지산업",NA,25924,"수지가공",NA,"GSN","소기업",3,4,"경상남도 김해시 진영읍 본산2로 37-21","경상남도 김해시 진영읍 본산리 318-4",36.1098516028,128.3397094922,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",108804.740041166,NA,0
"제이케이(JK)금형",NA,29294,"타이어금형",NA,"GSN","소기업",3,2,"경상남도 김해시 김해대로2579번길 26 (안동)","경상남도 김해시 안동 427-3",35.9949741669,128.8461871494,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",86510.6687485222,NA,0
"제이케이메탈",NA,25912,"보강재","철판","GSN","소기업",3,5,"경상남도 김해시 한림면 장방로 103 (한림면)","경상남도 김해시 한림면 가동리 605-2",36.101147667,128.3790671155,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",106502.487741146,NA,0
"제이케이슬라브",NA,25932,"도로공사용 브라켓","앵글(철자재)","GSN","소기업",3,1,"경상남도 김해시 생림면 생림대로950번길 45-14","경상남도 김해시 생림면 봉림리 946-0",35.9628521816,128.4188119363,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",91005.5138176822,NA,0
"제이케이유통",NA,13229,"마스크","마스크","GSN","소기업",3,4,"경상남도 김해시 진영읍 본산로 250","경상남도 김해시 진영읍 본산리 306-5",36.5619163439,128.1941252018,132,"직물 직조 및 직물제품 제조업",13,"섬유제품 제조업; 의복 제외",160132.3017296,NA,0
"제이케이이앤씨(주)",NA,29175,"여과포,펌프,탈수기","스텐,철","GSN","소기업",3,8,"경상남도 김해시 진례면 고모로324번길 180","경상남도 김해시 진례면 담안리 1432-2",36.0977950168,128.379087578,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",106158.902805903,NA,0
"제이테크",NA,25924,"항공기부품외",NA,"GSN","소기업",3,4,"경상남도 김해시 진영읍 본산로 252","경상남도 김해시 진영읍 본산리 306-6",35.6832785186,129.3127568472,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",67815.1454027753,NA,0
"제이테크","김해테크노밸리일반산업단지",29150,"열처리기계 외","철자재,내화물","GSN","소기업",3,6,"경상남도 김해시 진례면 테크노밸리로 223","경상남도 김해시 진례면 고모리 1563-3",35.9587953187,128.4154743127,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",90721.3665407849,NA,0
"제일FG","김해안하농공단지",29133,"밸브류",NA,"GSN","소기업",3,13,"경상남도 김해시 한림면 용덕로302번길 64","경상남도 김해시 한림면 안하리 2001-9",35.9485740248,129.3868811586,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",95634.3479638348,NA,0
"제일PL",NA,30399,"자동차부품",NA,"GSN","소기업",3,5,"경상남도 김해시 생림면 인제로 707-16","경상남도 김해시 생림면 나전리 402-5",35.9626984199,129.3701555139,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",96191.6228799949,NA,0
"제일강업",NA,24132,"강관파이프","철판","GSN","소기업",3,1,"경상남도 김해시 진례면 고모로 14","경상남도 김해시 진례면 산본리 157",35.9555428473,129.3924946896,241,"1차 철강 제조업",24,"1차 금속 제조업",96558.4317256655,NA,0
"제일건설",NA,25119,"철구조물",NA,"GSN","소기업",3,4,"경상남도 김해시 칠산로179번길 62 (이동)","경상남도 김해시 이동 112-3",36.640218886,128.0752808708,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",172223.928044828,NA,0
"제일기공",NA,30320,"타임벨트카바",NA,"GSN","소기업",3,1,"경상남도 김해시 장유로115번길 58 (부곡동)","경상남도 김해시 부곡동 224-1",36.1120296081,128.3832416427,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",107473.173952047,NA,0
"제일기공",NA,25113,"금속조립품",NA,"GSN","소기업",3,7,"경상남도 김해시 진례면 고모로526번길 79-50","경상남도 김해시 진례면 고모리 787-3",35.9622301317,128.4175602194,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",90989.4649128279,NA,0
"제일기업",NA,15220,"신끈",NA,"GSN","소기업",3,5,"경상남도 김해시 장유로115번길 19 (부곡동)","경상남도 김해시 부곡동 296-1",35.9665925562,128.4149999286,152,"신발 및 신발 부분품 제조업",15,"가죽, 가방 및 신발 제조업",91525.7049520479,NA,0
"제일매트",NA,32011,"코일매트,카매트,침대매트리스","PVC,POE","GSN","소기업",3,16,"경상남도 김해시 한림면 김해대로 1577-11","경상남도 김해시 한림면 신천리 285-5",35.9499987269,128.3253619052,320,"가구 제조업",32,"가구 제조업",93563.2472475402,NA,0
"제일산업",NA,22241,"전자,자동차부품",NA,"GSN","소기업",3,8,"경상남도 김해시 한림면 용덕로236번길 24","경상남도 김해시 한림면 용덕리 842-1",36.0893027041,128.3900965058,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",104906.829809033,NA,0
"제일산업",NA,26299,"전자부품",NA,"GSN","소기업",3,11,"경상남도 김해시 김해대로2636번길 25-24 (안동)","경상남도 김해시 안동 541-5",35.942157276,129.3696298612,262,"전자 부품 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",94212.5612307123,NA,0
"제일산업사",NA,30399,"자동차부품",NA,"GSN","소기업",3,5,"경상남도 김해시 주촌면 서부로1293번길 53-22","경상남도 김해시 주촌면 양동리 419-2",35.9894791205,129.406391751,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",100421.910666927,NA,0
"제일산업운반기계",NA,29169,"리프트제조","H-BEAM 각관, 철판","GSN","소기업",3,2,"경상남도 김해시 생림면 생림대로259번길 84","경상남도 김해시 생림면 나전리 1030-18",36.0775282006,128.406064838,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",103151.85850906,NA,0
"제일섬유",NA,13219,"원단","화학섬유","GSN","소기업",3,15,"경상남도 김해시 진영읍 의전리 473-3","경상남도 김해시 진영읍 의전리 473-3",36.1065077497,128.3844555197,132,"직물 직조 및 직물제품 제조업",13,"섬유제품 제조업; 의복 제외",106865.021236422,NA,0
